genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_949788785.1_23220_1_57_h_nanopore	1311.4	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949788785.1_23220_1_57_h_nanopore_genomic.fna
GCF_947313835.2_23220_1_11_h_nanopore	1311.5	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_947313835.2_23220_1_11_h_nanopore_genomic.fna
GCF_949790945.1_23495_7_361_h_nanopore	1311.6	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949790945.1_23495_7_361_h_nanopore_genomic.fna
GCF_029625255.1_ASM2962525v1	1311.7	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029625255.1_ASM2962525v1_genomic.fna
GCF_029917085.1_ASM2991708v1	1311.8	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029917085.1_ASM2991708v1_genomic.fna
GCF_009930915.1_ASM993091v1	1311.9	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009930915.1_ASM993091v1_genomic.fna
GCF_900636375.1_41594_B01	1311.1	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636375.1_41594_B01_genomic.fna
GCF_029625275.1_ASM2962527v1	1311.11	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029625275.1_ASM2962527v1_genomic.fna
GCF_949788915.1_23495_7_326_h_nanopore	1311.12	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949788915.1_23495_7_326_h_nanopore_genomic.fna
GCF_001266635.1_ASM126663v1	1311.13	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001266635.1_ASM126663v1_genomic.fna
GCF_000782855.1_ASM78285v1	1427374.0	1311	Streptococcus agalactiae CNCTC 10/84	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000782855.1_ASM78285v1_genomic.fna
GCF_003288035.1_ASM328803v1	1311.14	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288035.1_ASM328803v1_genomic.fna
GCF_029011195.1_ASM2901119v1	1311.15	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_029011195.1_ASM2901119v1_genomic.fna
GCF_003288055.1_ASM328805v1	1311.16	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288055.1_ASM328805v1_genomic.fna
GCF_949789875.1_23495_7_287_h_nanopore	1311.17	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949789875.1_23495_7_287_h_nanopore_genomic.fna
GCF_000007265.1_ASM726v1	208435.0	1311	Streptococcus agalactiae 2603V/R	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000007265.1_ASM726v1_genomic.fna
GCF_900638495.1_57752_C01	1311.18	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900638495.1_57752_C01_genomic.fna
GCF_949790125.1_23220_1_59_h_nanopore	1311.39	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_949790125.1_23220_1_59_h_nanopore_genomic.fna
GCF_021460195.1_ASM2146019v1	1311.45	1311	Streptococcus agalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021460195.1_ASM2146019v1_genomic.fna
GCF_000441535.1_ASM44153v1	1076934.0	150055	Streptococcus lutetiensis 033	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000441535.1_ASM44153v1_genomic.fna
GCF_900475065.1_42545_C02	150055.1	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475065.1_42545_C02_genomic.fna
GCF_900635935.1_36725_D02	150055.2	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900635935.1_36725_D02_genomic.fna
GCF_901543605.1_42731_D02	150055.3	150055	Streptococcus lutetiensis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543605.1_42731_D02_genomic.fna
GCF_001640765.1_ASM164076v1	1307.1	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001640765.1_ASM164076v1_genomic.fna
GCF_014192525.1_ASM1419252v1	1307.2	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014192525.1_ASM1419252v1_genomic.fna
GCF_000233575.1_ASM23357v1	993512.0	1307	Streptococcus suis A7	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000233575.1_ASM23357v1_genomic.fna
GCF_016774475.1_ASM1677447v1	1307.3	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016774475.1_ASM1677447v1_genomic.fna
GCF_025946905.1_ASM2594690v1	1307.4	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946905.1_ASM2594690v1_genomic.fna
GCF_004843685.1_ASM484368v1	1307.5	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_004843685.1_ASM484368v1_genomic.fna
GCF_024582995.1_ASM2458299v1	1307.6	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024582995.1_ASM2458299v1_genomic.fna
GCF_000390245.1_ASM39024v1	1276647.0	1307	Streptococcus suis TL13	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000390245.1_ASM39024v1_genomic.fna
GCF_025946945.1_ASM2594694v1	1307.7	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_025946945.1_ASM2594694v1_genomic.fna
GCF_000018185.1_ASM1818v1	423211.0	1307	Streptococcus suis GZ1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000018185.1_ASM1818v1_genomic.fna
GCF_000732355.1_ASM73235v1	1214179.0	1307	Streptococcus suis 6407	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000732355.1_ASM73235v1_genomic.fna
GCF_003144175.1_ASM314417v1	1307.8	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003144175.1_ASM314417v1_genomic.fna
GCF_024583075.1_ASM2458307v1	1307.9	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024583075.1_ASM2458307v1_genomic.fna
GCF_003285245.1_ASM328524v1	1307.1	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003285245.1_ASM328524v1_genomic.fna
GCF_019856395.1_ASM1985639v1	1307.11	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019856395.1_ASM1985639v1_genomic.fna
GCF_023023005.1_ASM2302300v1	1307.12	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_023023005.1_ASM2302300v1_genomic.fna
GCF_014192345.1_ASM1419234v1	1307.13	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_014192345.1_ASM1419234v1_genomic.fna
GCF_020541945.1_ASM2054194v1	1307.14	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_020541945.1_ASM2054194v1_genomic.fna
GCF_017309405.1_ASM1730940v1	1307.15	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_017309405.1_ASM1730940v1_genomic.fna
GCF_000231905.1_ASM23190v1	1004952.0	1307	Streptococcus suis D12	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000231905.1_ASM23190v1_genomic.fna
GCF_018885285.1_ASM1888528v1	1307.16	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018885285.1_ASM1888528v1_genomic.fna
GCF_901543625.1_42685_E01	1307.36	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543625.1_42685_E01_genomic.fna
GCF_003288175.1_ASM328817v1	1307.42	1307	Streptococcus suis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003288175.1_ASM328817v1_genomic.fna
GCF_027474865.2_ASM2747486v2	315405.1	315405	Streptococcus gallolyticus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_027474865.2_ASM2747486v2_genomic.fna
GCF_013267695.1_ASM1326769v1	315405.2	315405	Streptococcus gallolyticus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_013267695.1_ASM1326769v1_genomic.fna
GCF_001477575.1_ASM147757v1	315405.3	315405	Streptococcus gallolyticus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001477575.1_ASM147757v1_genomic.fna
GCF_900475715.1_44927_A02	315405.4	315405	Streptococcus gallolyticus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475715.1_44927_A02_genomic.fna
GCF_000203195.1_ASM20319v1	990317.0	315405	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000203195.1_ASM20319v1_genomic.fna
GCF_000270145.1_ASM27014v1	981539.0	315405	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000270145.1_ASM27014v1_genomic.fna
GCF_000027185.1_ASM2718v1	637909.0	315405	Streptococcus gallolyticus UCN34	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000027185.1_ASM2718v1_genomic.fna
GCF_016127875.1_ASM1612787v1	76860.1	76860	Streptococcus constellatus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016127875.1_ASM1612787v1_genomic.fna
GCF_000463425.1_ASM46342v1	862969.0	76860	Streptococcus constellatus subsp. pharyngis C1050	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000463425.1_ASM46342v1_genomic.fna
GCF_016725005.1_ASM1672500v1	76860.2	76860	Streptococcus constellatus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016725005.1_ASM1672500v1_genomic.fna
GCF_024399395.1_ASM2439939v1	76860.3	76860	Streptococcus constellatus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_024399395.1_ASM2439939v1_genomic.fna
GCF_019047505.1_ASM1904750v1	1302.1	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019047505.1_ASM1904750v1_genomic.fna
GCF_001281105.1_ASM128110v1	1302.2	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_001281105.1_ASM128110v1_genomic.fna
GCF_000970665.2_ASM97066v2	1302.3	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000970665.2_ASM97066v2_genomic.fna
GCF_901543415.1_42545_E02	1302.4	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543415.1_42545_E02_genomic.fna
GCF_901544385.1_42912_F01	1302.5	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901544385.1_42912_F01_genomic.fna
GCF_002073435.2_ASM207343v2	1302.6	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002073435.2_ASM207343v2_genomic.fna
GCF_000017005.1_ASM1700v1	467705.0	1302	Streptococcus gordonii str. Challis substr. CH1	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000017005.1_ASM1700v1_genomic.fna
GCF_002386285.1_ASM238628v1	1302.7	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_002386285.1_ASM238628v1_genomic.fna
GCF_019046945.1_ASM1904694v1	1302.8	1302	Streptococcus gordonii	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_019046945.1_ASM1904694v1_genomic.fna
GCF_902141225.1_42912_E01	361101.1	361101	Streptococcus pseudoporcinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_902141225.1_42912_E01_genomic.fna
GCF_901542435.1_41975_D01	361101.2	361101	Streptococcus pseudoporcinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901542435.1_41975_D01_genomic.fna
GCF_900637075.1_48128_D02	361101.3	361101	Streptococcus pseudoporcinus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900637075.1_48128_D02_genomic.fna
GCF_000479315.1_ASM47931v1	1156431.1	1156431	Streptococcus ilei	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000479315.1_ASM47931v1_genomic.fna
GCF_000479335.1_ASM47933v1	1156431.2	1156431	Streptococcus ilei	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000479335.1_ASM47933v1_genomic.fna
GCF_900475125.1_42042_H01	40041.1	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475125.1_42042_H01_genomic.fna
GCF_900474875.1_41851_B01	40041.2	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474875.1_41851_B01_genomic.fna
GCF_015689435.1_ASM1568943v1	40041.3	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689435.1_ASM1568943v1_genomic.fna
GCF_015689395.1_ASM1568939v1	40041.4	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689395.1_ASM1568939v1_genomic.fna
GCF_000026605.1_ASM2660v1	40041.5	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000026605.1_ASM2660v1_genomic.fna
GCF_021029665.1_ASM2102966v1	40041.6	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021029665.1_ASM2102966v1_genomic.fna
GCF_900636805.1_44503_C02	40041.7	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636805.1_44503_C02_genomic.fna
GCF_021029685.1_ASM2102968v1	40041.8	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_021029685.1_ASM2102968v1_genomic.fna
GCF_015689375.1_ASM1568937v1	40041.9	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689375.1_ASM1568937v1_genomic.fna
GCF_009676725.1_ASM967672v1	40041.1	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009676725.1_ASM967672v1_genomic.fna
GCF_015689415.1_ASM1568941v1	40041.11	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689415.1_ASM1568941v1_genomic.fna
GCF_009676645.1_ASM967664v1	40041.12	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_009676645.1_ASM967664v1_genomic.fna
GCF_018604665.1_ASM1860466v1	148942.0	1336	Streptococcus equi subsp. equi	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018604665.1_ASM1860466v1_genomic.fna
GCF_015689355.1_ASM1568935v1	40041.13	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689355.1_ASM1568935v1_genomic.fna
GCF_015689455.1_ASM1568945v1	40041.14	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015689455.1_ASM1568945v1_genomic.fna
GCF_900475295.1_43188_D01	40041.15	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475295.1_43188_D01_genomic.fna
GCF_015767555.1_ASM1576755v1	40041.16	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_015767555.1_ASM1576755v1_genomic.fna
GCF_900474805.1_41800_D01	40041.17	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474805.1_41800_D01_genomic.fna
GCF_018140535.1_ASM1814053v1	40041.18	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_018140535.1_ASM1814053v1_genomic.fna
GCF_030480405.1_ASM3048040v1	40041.19	1336	Streptococcus equi subsp. zooepidemicus	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030480405.1_ASM3048040v1_genomic.fna
GCF_022532125.1_ASM2253212v1	119602.1	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_022532125.1_ASM2253212v1_genomic.fna
GCF_901544215.1_42880_F01	119602.2	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901544215.1_42880_F01_genomic.fna
GCF_030034695.1_ASM3003469v1	119602.3	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_030034695.1_ASM3003469v1_genomic.fna
GCF_003967135.1_ASM396713v1	1334.1	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_003967135.1_ASM396713v1_genomic.fna
GCF_012844405.1_ASM1284440v1	119602.4	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_012844405.1_ASM1284440v1_genomic.fna
GCF_900475725.1_46166_D01	119602.5	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900475725.1_46166_D01_genomic.fna
GCF_901542365.1_41825_F01	119602.6	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901542365.1_41825_F01_genomic.fna
GCF_000317855.1_ASM31785v1	759913.0	1334	Streptococcus dysgalactiae subsp. equisimilis AC-2713	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_000317855.1_ASM31785v1_genomic.fna
GCF_016128095.1_ASM1612809v1	1334.2	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_016128095.1_ASM1612809v1_genomic.fna
GCF_900636815.1_44503_D02	119602.7	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900636815.1_44503_D02_genomic.fna
GCF_900474785.1_41767_C01	119602.8	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_900474785.1_41767_C01_genomic.fna
GCF_901543995.1_42880_D01	119602.9	1334	Streptococcus dysgalactiae subsp. equisimilis	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_901543995.1_42880_D01_genomic.fna
GCF_026692645.1_ASM2669264v1	1334.3	1334	Streptococcus dysgalactiae	/home/work/wenhai/metaprofiling/bacteria_refgenome_NCBIdata/reference_diversity/preprocess/res/db/library/GCF_026692645.1_ASM2669264v1_genomic.fna
